reviewerId,projectName,filePath
1056364,platform/build,core/combo/include/arch/linux-mips/AndroidConfig.h
1030953,platform/tools/idea,plugins/devkit/devkit.iml
1041833,platform/art,host_mode/apply.sh
1006444,platform/tools/adt/idea,android/resources/icons/versions/Jelly Bean.png
1001414,platform/tools/base,build-system/tests/localJars/app/build.gradle
1050729,platform/frameworks/base,services/java/com/android/server/am/ActivityManagerService.java
1044651,platform/tools/base,.idea/codeStyleSettings.xml
1030953,platform/tools/idea,java/java-impl/java-impl.iml
1001414,platform/tools/base,build-system/tests/testWithDep/build.gradle
1022033,platform/tools/adt/idea,android/testData/projects/navigationEditor/masterDetail/app/src/main/java/com/example/masterdetail/dummy/DummyContent.java
1041833,platform/art,compiler/dex/quick/gen_invoke.cc
1043845,platform/bionic,tests/dlext_test.cpp
1054282,platform/tools/idea,platform/dvcs-impl/src/com/intellij/dvcs/push/ui/PushLogTreeUtil.java
1023201,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big017.java
1053298,platform/tools/base,templates/activities/GooglePlayServicesActivity/root/res/values/strings.xml.ftl
1006433,platform/dalvik,dx/src/com/android/dex/Dex.java
1019910,platform/tools/idea,plugins/svn4idea/src/org/jetbrains/idea/svn/dialogs/ToBeMergedDialog.java
1001414,platform/tools/base,build-system/gradle/src/main/groovy/com/android/build/gradle/internal/tasks/multidex/CreateMainDexList.groovy
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/key.png
1002956,platform/frameworks/support,v7/appcompat/src/android/support/v7/app/ActionBarImplJB.java
1002951,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/src/android/drm/test/testapp/DrmMediaPlayerActivity.java
1019910,platform/tools/idea,plugins/gradle/tooling-extension-impl/lib/gradle-reporting-2.2-20141016225418+0000.jar
1040300,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.linux-mips.mk
1042744,platform/tools/adt/idea,android/src/com/android/tools/idea/welcome/LinuxHaxmInfoStep.java
1006433,platform/art,compiler/dex/mir_graph.cc
1050224,platform/tools/base,templates/other/ConflictResolutionService/root/src/app_package/Service.java.ftl
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/app/src/main/res/layout/activity_item_detail.xml
1011068,platform/bionic,libc/arch-arm/bionic/__sigreturn.S
1017685,platform/tools/base,sdk-common/src/main/java/com/android/ide/common/resources/configuration/VersionQualifier.java
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/non-whitespace-after-padding.dm
1015381,toolchain/jack,sched/src/com/android/sched/util/config/GatherConfigBuilder.java
1030953,platform/tools/idea,plugins/groovy/groovy-psi/groovy-psi.iml
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.linux-mips.mk
1047759,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/framework/fixture/ExtendedDialogFixture.java
1043845,platform/prebuilts/clang/linux-x86/host/3.5,bin/llvm-as
1006433,platform/frameworks/av,media/libstagefright/wifi-display/VideoFormats.cpp
1001414,platform/tools/base,build-system/tests/applibtest/lib/build.gradle
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/non-whitespace-after-padding.dm
1006433,platform/frameworks/base,core/java/android/app/ActivityManagerNative.java
1022272,platform/tools/adt/idea,android/lib/google-api-services-samples-v1.jar
1052399,platform/build,core/combo/HOST_linux-x86.mk
1043845,platform/external/llvm,llvm-host-build.mk
1010465,platform/cts,tests/tests/drm-fl/res/drawable-mdpi/icon.png
1001414,platform/tools/base,sdk-common/build.gradle
1023201,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyAndException/src/com/android/multidexlegacyandexception/CaughtOnlyByIntermediateException.java
1005112,platform/cts,tests/tests/drm-fl/src/android/drm/fl/cts/FLContentUrls.java
1006433,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/.gitignore
1002951,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/res/values/strings.xml
1030953,platform/tools/studio/cloud,testData/inspections/restSignatureInspection/nonUniqueRestSignatures/src/test.java
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/decoder/Android.mk
1006444,platform/tools/adt/idea,android/src/com/android/tools/idea/wizard/DynamicWizard.java
1006433,platform/dalvik,dx/tests/033-unit-IntList/run
1041673,platform/bionic,tests/pthread_test.cpp
1019910,platform/tools/adt/idea,android/src/org/jetbrains/android/run/AndroidRunningState.java
1006433,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/drm_unlock.png
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/8bit.dm
1001414,platform/tools/base,build-system/builder/src/main/java/com/android/builder/core/DefaultBuildType.java
1016138,platform/docs/source.android.com,src/devices/devices_toc.cs
1017944,platform/tools/adt/idea,android/testData/guiTests/SdkMerger/app/src/main/res/drawable-xxhdpi/ic_launcher.png
1002951,platform/system/core,sdcard/sdcard.c
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/separate-delivery.dm
1006433,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/Android.mk
1006433,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/res/raw/audio_mp3.dm
1026058,kernel/msm,arch/arm/configs/mako_defconfig
1001414,platform/tools/adt/idea,android/testData/projects/simplemail/.navigation/raw-sw600dp-land/main.nvg.xml
1029223,platform/build,core/combo/include/arch/darwin-x86/AndroidConfig.h
1005112,platform/cts,tests/tests/drm-fl/src/android/drm/fl/cts/FLUtilityFunctions.java
1003224,platform/system/media,camera/src/camera_metadata.c
1005480,platform/frameworks/base,cmds/bootanimation/BootAnimation.h
1010121,platform/external/ipsec-tools,src/libipsec/pfkey.c
1013855,platform/art,runtime/arch/x86_64/quick_entrypoints_x86_64.S
1004910,platform/cts,tests/tests/drm-fl/AndroidManifest.xml
1026058,platform/frameworks/base,services/tests/servicestests/certs/key_b.pk8
1001414,platform/tools/base,build-system/tests/androidManifestInTest/build.gradle
1010186,platform/build,target/board/generic_mips64/BoardConfig.mk
1042744,platform/tools/adt/idea,android/src/com/android/tools/idea/welcome/SdkLocationStep.form
1001414,platform/tools/base,build-system/gradle/src/main/groovy/com/android/build/gradle/internal/model/BuildTypeImpl.java
1052828,platform/tools/adt/idea,android/src/org/jetbrains/android/run/AdditionalRunDebugOptionFactory.java
1041553,platform/tools/base,build-system/manifest-merger/src/test/java/com/android/manifmerger/data2/33b_uses_sdk_minsdk_conflict.xml
1053298,platform/tools/studio/google/cloud/tools,src/com/google/gct/idea/appengine/wizard/NewAppEngineModuleAction.java
1001414,platform/tools/base,build-system/tests/3rdPartyTests/buildSrc/build.gradle
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/image.png
1044651,platform/tools/base,build-system/gradle/src/main/groovy/com/android/build/gradle/ndk/internal/GccNativeToolSpecification.groovy
1018108,platform/art,compiler/dex/local_value_numbering.h
1006433,platform/dalvik,dx/src/com/android/dx/cf/code/BytecodeArray.java
1004910,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/drm_lock.png
1019910,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/framework/fixture/MessagesToolWindowFixture.java
1022033,platform/tools/adt/idea,android/testData/projects/simplemail/app/build/intermediates/res/resources-debug.ap_
1006433,platform/frameworks/opt/telephony,src/java/com/android/internal/telephony/PhoneProxy.java
1041833,platform/art,test/etc/host-run-test-jar
1014629,platform/dalvik,dx/src/com/android/dx/ssa/NormalSsaInsn.java
1003981,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyVersionedTestApp_v2/Android.mk
1006433,platform/bionic,libc/bionic/sigaction.cpp
1022033,platform/tools/adt/idea,android/testData/projects/simplemail/build/intermediates/model_data.bin
1004689,platform/tools/adt/idea,android/testData/projects/simplemail/app/build/intermediates/res/debug/menu/menu_conversation_list.xml
1039576,platform/art,runtime/arch/x86/fault_handler_x86.cc
1022033,platform/tools/adt/idea,android/testData/projects/masterDetail/app/src/main/java/com/example/masterdetail/ItemListActivity.java
1019910,platform/tools/idea,plugins/gradle/tooling-extension-api/lib/gradle-build-init-2.2-rc-1.jar
1003224,platform/system/core,include/cutils/atomic-x86.h
1001414,platform/tools/base,build-system/tests/migrated/build.gradle
1006668,platform/cts,tests/tests/drm-fl/src/android/drm/fl/cts/FLTestActivity.java
1013030,platform/packages/apps/Nfc,nci/jni/RoutingManager.h
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/app/.gitignore
1016138,platform/docs/source.android.com,footer.html
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/src/com/android/frameworks/servicetests/DoNothing.java
1019910,platform/tools/adt/idea,android/lib/builder-model-0.14.0.jar
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/app/src/main/res/values-sw600dp/refs.xml
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/build.gradle
1004910,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/res/drawable-ldpi/icon.png
1006433,platform/dalvik,dx/src/com/android/dex/util/ByteArrayByteInput.java
1019910,platform/tools/adt/idea,android/src/org/jetbrains/android/AndroidPlugin.java
1018108,platform/art,compiler/dex/quick/codegen_util.cc
1003224,platform/external/chromium,android/prefix.h
1026058,platform/system/core,init/keywords.h
1001414,platform/tools/base,build-system/manifest-merger/src/test/java/com/android/manifmerger/data2/33b_uses_sdk_minsdk_override.xml
1006433,platform/frameworks/base,core/java/android/preference/VolumePreference.java
1006433,platform/frameworks/av,media/libstagefright/rtsp/APacketSource.cpp
1003957,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big054.java
1006433,platform/art,runtime/entrypoints_order_test.cc
1001414,platform/tools/base,build-system/tests/libTestDep/build.gradle
1006433,platform/dalvik,dx/src/com/android/dex/ProtoId.java
1045657,platform/tools/studio/google/cloud/tools,testSrc/com/google/gct/idea/appengine/validation/RestSignatureInspectionTest.java
1043017,platform/frameworks/compile/slang,slang_rs_reflection.cpp
1014629,platform/dalvik,dx/src/com/android/dex/Dex.java
1019910,platform/tools/idea,plugins/gradle/lib/gradle-messaging-2.0.jar
1032276,platform/system/media,camera/src/Android.mk
1042744,platform/tools/adt/idea,android/src/com/android/tools/idea/editors/manifest/ApplicationPresentation.java
1038443,platform/art,runtime/arch/arm64/registers_arm64.h
1004910,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/src/android/drm/test/testapp/MetaDataActivity.java
1006497,platform/frameworks/base,packages/SystemUI/src/com/android/systemui/ImageWallpaper.java
1004689,platform/tools/adt/idea,android/testData/projects/simplemail/app/src/main/res/values/constants.xml
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/AndroidManifest.xml
1001414,platform/tools/adt/idea,android/testData/projects/simplemail/app/src/main/res/layout-sw600dp-land/conversation_list_activity.xml
1023201,toolchain/jill,jill/tests/com/android/jill/JillTestTools.java
1006433,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/res/drawable-ldpi/icon.png
1006444,platform/tools/adt/idea,android/src/com/android/tools/idea/avdmanager/ConfigureAvdOptionsStep.java
1014629,platform/dalvik,dx/src/com/android/dx/ssa/Optimizer.java
1036869,platform/art,runtime/quick/inline_method_analyser.h
1001414,platform/tools/base,build-system/tests/noPreDex/build.gradle
1006444,platform/tools/adt/idea,android/testSrc/com/android/tools/idea/wizard/TemplateParameterStep2DynamcTypeTest.java
1004910,platform/cts,tests/tests/drm-fl/res/layout/main.xml
1021471,platform/art,compiler/image_writer.cc
1002951,platform/cts,tests/tests/drm-fl/res/layout/main.xml
1003723,platform/dalvik,dx/src/com/android/dex/util/ExceptionWithContext.java
1010077,platform/frameworks/base,services/java/com/android/server/DevicePolicyManagerService.java
1002621,platform/tools/base,ddmlib/src/main/java/com/android/ddmlib/Device.java
1004689,platform/tools/adt/idea,android/testData/projects/simplemail/app/build/intermediates/res/debug/values-sw720dp-land-v13/values.xml
1003744,platform/frameworks/opt/telephony,src/java/com/android/internal/telephony/sip/SipPhoneBase.java
1042744,platform/tools/studio/cloud,src/com/google/gct/idea/appengine/wizard/BackendModuleWizardStep.form
1004689,platform/tools/adt/idea,android/testSrc/com/android/navigation/NavigationEditorTest.java
1030953,platform/tools/studio/google/login,resources/icons/google@2x.png
1038443,platform/art,runtime/runtime.h
1026058,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csnp_nd.xml
1015381,toolchain/jack,sched/src/com/android/sched/util/config/category/Category.java
1011634,platform/frameworks/base,cmds/bootanimation/Android.mk
1001414,platform/tools/adt/idea,android/testData/projects/simplemail/app/build/intermediates/res/debug/layout/conversation_activity.xml
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/src/android/drm/test/flapp/tests/FLFunctionalUnitTests.java
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/drm_unlock.png
1014629,platform/dalvik,dx/src/com/android/dex/util/ExceptionWithContext.java
1002951,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/layout/metadata.xml
1006433,platform/art,compiler/optimizing/code_generator_x86_64.cc
1004689,platform/tools/adt/idea,android/testData/projects/simplemail/.idea/gradle.xml
1019910,platform/tools/adt/idea,android/testSrc/com/android/tools/idea/gradle/stubs/gradle/IdeaSourceDirectoryStub.java
1022033,platform/tools/adt/idea,android/testData/projects/simplemail/gradlew.bat
1006433,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/values/strings.xml
1014629,platform/dalvik,dx/src/com/android/multidex/ClassReferenceListBuilder.java
1023201,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big040.java
1014814,platform/tools/base,ddmlib/src/test/java/com/android/ddmlib/testrunner/TestRunResultTest.java
1001146,platform/frameworks/base,api/current.txt
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/signed_platform.apk
1019910,platform/tools/idea,plugins/gradle/lib/gradle-core-2.2-20141016225418+0000.jar
1053298,platform/tools/studio/google/cloud/tools,src/com/google/gct/idea/appengine/wizard/NewCloudModuleDynamicWizardStep.form
1001414,platform/tools/base,build-system/tests/attrOrder/app/build.gradle
1043845,platform/system/core,rootdir/Android.mk
1010111,platform/frameworks/base,services/tests/servicestests/certs/key_b.x509.pem
1023201,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyAndException/res/values/strings.xml
1013157,platform/frameworks/base,services/tests/servicestests/apks/mmac_install_platform/AndroidManifest.xml
1019910,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/framework/emulator/EmulatorBasicControls.java
1015869,toolchain/jack,jack-tests/build/run-test.mk
1019050,platform/system/core,libbacktrace/UnwindMap.cpp
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/image.png
1016138,platform/cts,tests/tests/permission/src/android/permission/cts/FileSystemPermissionTest.java
1001414,platform/tools/base,build-system/tests/libProguardJarDep/lib/build.gradle
1003723,platform/frameworks/base,core/java/android/os/Debug.java
1030953,platform/tools/studio/google/cloud/tools,login/resources/icons/googleWhite.png
1041553,platform/tools/base,build-system/tests/regular/densitySplitInL/src/main/res/values/strings.xml
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/drawable/stop.png
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/binary.dm
1021004,platform/external/chromium_org/v8,tools/gyp/v8_base.mipsel.target.darwin-mips.mk
1019910,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/framework/fixture/ideFrameComponents/ToolWindowFixture.java
1042744,platform/tools/adt/idea,android/src/com/android/tools/idea/avdmanager/DeviceDefinitionPreview.java
1014629,platform/dalvik,dx/src/com/android/dx/command/dump/Main.java
1057413,platform/tools/adt/idea,android/src/com/android/tools/idea/gradle/util/LocalProperties.java
1041833,platform/art,compiler/dex/frontend.cc
1039576,platform/art,test/Android.run-test.mk
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/masterDetail.iml
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/layout/mpmain.xml
1013855,platform/art,compiler/dex/frontend.cc
1000559,platform/frameworks/base,core/java/android/content/res/Resources.java
1044651,platform/tools/base,build-system/gradle/src/main/resources/META-INF/gradle-plugins/com.android.native.properties
1003957,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyAndException/src/com/android/multidexlegacyandexception/ClassInSecondaryDex.java
1030953,platform/tools/idea,build/scripts/layouts.gant
1001414,platform/tools/base,build-system/gradle/src/main/groovy/com/android/build/gradle/tasks/ShrinkResources.groovy
1052399,platform/external/ipsec-tools,src/libipsec/pfkey.c
1052644,platform/art,compiler/Android.mk
1030953,platform/tools/studio/google/login,resources/icons/loginAvatar.png
1055173,platform/art,runtime/quick/inline_method_analyser.h
1005860,platform/system/core,init/property_service.h
1041833,platform/art,runtime/arch/arm64/context_arm64.h
1043514,platform/art,compiler/optimizing/linearize_test.cc
1052828,platform/tools/adt/idea,android/src/com/android/tools/idea/run/DefaultAdditionalRunDebugOptionPanel.java
1047533,platform/tools/adt/idea,android/src/com/android/tools/idea/welcome/LinuxHaxmInfoStep.java
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/src/android/drm/test/flapp/runners/AllFLRunner.java
1006433,platform/art,compiler/optimizing/code_generator_arm.cc
1022033,platform/tools/adt/idea,android/testData/projects/simplemail/app/src/main/java/com/example/simplemail/account/Account.java
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/values/strings.xml
1001414,platform/manifest,default.xml
1052828,platform/tools/adt/idea,android/src/org/jetbrains/android/run/ExtendedDeviceChooserDialog.java
1010055,platform/tools/idea,platform/platform-impl/src/com/intellij/openapi/fileChooser/ex/FileSaverDialogImpl.java
1014629,platform/dalvik,dx/src/com/android/dx/dex/cf/CfTranslator.java
1044651,platform/tools/base,build-system/tests/native/ndkStl/c++_static/build.gradle
1042828,platform/system/core,include/cutils/atomic.h
1023201,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big056.java
1022033,platform/tools/adt/idea,android/resources/navigationTemplates/AccessTemplates.java.template
1041813,platform/bionic,tests/libs/Android.mk
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/interspersed-whitespace.dm
1044651,platform/tools/adt/idea,android/testSrc/org/jetbrains/android/facet/IdeaSourceProviderTest.java
1010055,platform/tools/studio/google/cloud/tools,login/src/com/google/gct/login/CancelledLoginRequestException.java
1004910,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/internal-format/test/res/binary.dm
1003966,platform/external/sepolicy,vold.te
1000835,platform/external/okhttp,okhttp-tests/src/test/java/com/squareup/okhttp/internal/http/URLConnectionTest.java
1006433,platform/dalvik,dx/src/com/android/dx/ssa/LiteralOpUpgrader.java
1040300,platform/external/chromium_org/v8,tools/gyp/v8_libbase.ia32.target.darwin-x86.mk
1015613,toolchain/jack,jack/src/com/android/jack/ir/IrBuildingException.java
1010118,platform/frameworks/base,libs/androidfw/BackupHelpers.cpp
1006433,platform/external/wpa_supplicant_8,wpa_supplicant/Android.mk
1003723,platform/dalvik,dx/src/com/android/dx/cf/code/BytecodeArray.java
1006433,platform/art,host_mode/apply.sh
1003981,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyVersionedTestApp_v1/Android.mk
1006433,platform/art,test/124-inline-execute2/info.txt
1010055,platform/tools/adt/idea,android/src/org/jetbrains/android/run/ExtendedDeviceChooserDialog.java
1001414,platform/tools/adt/idea,android/lib/src/builder-model-0.14.0-sources.jar
1006668,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/src/android/drm/test/flapp/tests/FLUseCaseBasedTests.java
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/src/android/drm/test/flapp/runners/FLUnitRunner.java
1041833,platform/art,compiler/dex/quick/arm64/codegen_arm64.h
1010055,platform/tools/adt/idea,android/src/META-INF/plugin.xml
1041813,platform/bionic,tests/grp_test.cpp
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/res/layout/metadata.xml
1003957,platform/frameworks/base,core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big014.java
1019010,platform/external/sepolicy,mac_permissions.xml
1013855,platform/art,compiler/dex/mir_dataflow.cc
1021623,platform/tools/adt/idea,android/android.iml
1004424,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/TestApplication/src/android/drm/test/testapp/MetaData.java
1013157,platform/frameworks/base,services/tests/servicestests/res/raw/mmac_csnp_nd.xml
1035211,platform/frameworks/base,services/java/com/android/server/wm/WindowState.java
1018108,platform/art,compiler/dex/mir_optimization.cc
1004689,platform/tools/adt/idea,android/testData/projects/simplemail/.idea/libraries/additionnal.xml
1003723,platform/dalvik,dx/src/com/android/dx/dex/cf/CodeStatistics.java
1001414,platform/tools/adt/idea,android/testData/projects/masterDetail/app/src/main/res/values/strings.xml
1040609,platform/external/aac,libFDK/include/FDK_archdef.h
1050224,platform/tools/studio/google/cloud/tools,src/com/google/gct/idea/appengine/wizard/BackendModuleWizardStep.java
1047759,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/modules/CreateNewAppModuleTest.java
1042744,platform/tools/adt/idea,android/src/com/android/tools/idea/welcome/FirstRunWelcomeStep.java
1003966,platform/system/core,init/init.c
1014629,platform/dalvik,dx/src/com/android/dx/command/dump/SsaDumper.java
1045708,platform/tools/base,build-system/gradle/src/device-test/groovy/com/android/build/gradle/DeviceTest.java
1010121,platform/external/libunwind,include/libunwind-aarch64.h
1006444,platform/tools/adt/idea,android/src/com/android/tools/idea/avdmanager/DeleteAvdAction.java
1004537,platform/frameworks/rs,cpp/rsDispatch.cpp
1003224,platform/build,core/combo/include/arch/linux-arm64/AndroidConfig.h
1006433,platform/bionic,libc/upstream-freebsd/lib/libc/stdlib/atexit.c
1045708,platform/tools/base,build-system/tests/regular/pseudolocalized/src/main/java/com/android/tests/basic/Main.java
1030953,platform/tools/studio/google/login,src/com/google/gct/login/ui/NoUsersListItem.java
1054282,platform/tools/adt/idea,android/guiTestSrc/com/android/tools/idea/tests/gui/framework/fixture/RenameDialogFixture.java
1006433,platform/dalvik,dx/src/com/android/dx/dex/cf/CfTranslator.java
1004910,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/src/android/drm/test/flapp/runners/FLSanityRunner.java
1001414,platform/tools/base,build-system/gradle/src/main/groovy/com/android/build/gradle/ndk/internal/NativeToolSpecificationFactory.groovy
1022033,platform/tools/adt/idea,android/testData/projects/simplemail/app/src/main/res/menu/menu_conversation_list.xml
1010111,platform/external/sepolicy,adbd.te
1041833,platform/art,compiler/dex/quick/mir_to_lir.cc
1006433,platform/packages/apps/Mms,res/values/config.xml
1017685,platform/tools/adt/idea,android/src/com/android/tools/idea/rendering/RenderLogger.java
1050224,platform/tools/studio/google/cloud/tools,src/com/google/gct/idea/appengine/wizard/NewCloudModuleDynamicWizardPathFactory.java
1004910,platform/cts,tests/tests/drm-fl/res/values/strings.xml
1021200,platform/frameworks/opt/telephony,src/java/com/android/internal/telephony/uicc/SIMRecords.java
1053298,platform/tools/studio/google/cloud/tools,src/com/google/gct/idea/appengine/wizard/AppEngineModuleWizard.form
1006257,platform/frameworks/av,drm/libdrmframework/plugins/forward-lock/tests/AutomaticTests/tests/res/drawable-ldpi/icon.png
1053298,platform/tools/studio/cloud,src/com/google/gct/idea/appengine/wizard/NewAppEngineModuleAction.java
1021471,platform/art,dex2oat/dex2oat.cc
1052304,platform/art,compiler/utils/managed_register.h
